ds,y,abertura,max,min,volume,variacao
2023-01-11,112.517,110.816,112.552,110.752,14.46,1.53
2023-01-10,110.817,109.129,111.193,108.478,13.7,1.55
2023-01-09,109.13,108.964,109.938,108.134,12.05,0.15
2023-01-06,108.964,107.642,109.433,107.642,12.63,1.23
2023-01-05,107.641,105.336,107.743,105.333,15.51,2.19
2023-01-04,105.334,104.167,105.627,103.915,14.45,1.12
2023-01-03,104.166,106.377,106.684,103.852,14.47,-2.08
2023-01-02,106.376,109.734,109.734,105.981,8.13,-3.06
2022-12-29,109.735,110.237,111.178,109.56,13.39,-0.46
2022-12-28,110.237,108.578,110.536,108.578,11.19,1.53
2022-12-27,108.578,108.739,109.353,107.418,11.16,-0.15
2022-12-26,108.738,109.699,109.755,108.309,5.22,-0.87
2022-12-23,109.698,107.552,109.994,107.552,12.85,2.0
2022-12-22,107.552,107.436,108.383,106.51,11.49,0.11
2022-12-21,107.433,106.866,107.991,106.066,17.63,0.53
2022-12-20,106.864,104.74,107.792,104.607,19.13,2.03
2022-12-19,104.74,102.859,105.107,102.77,16.77,1.83
2022-12-16,102.856,103.737,104.018,102.248,18.26,-0.85
2022-12-15,103.738,103.739,105.483,103.014,15.57,-0.01
2022-12-14,103.746,103.536,104.516,101.632,24.92,0.2
2022-12-13,103.54,105.345,106.689,103.409,17.7,-1.71
2022-12-12,105.343,107.518,107.561,103.877,15.48,-2.02
2022-12-09,107.52,107.25,108.566,107.089,10.68,0.25
2022-12-08,107.249,109.068,109.286,106.906,14.92,-1.67
2022-12-07,109.069,110.188,110.247,108.612,13.83,-1.02
2022-12-06,110.189,109.403,110.663,109.217,13.44,0.72
2022-12-05,109.401,111.922,112.15,109.27,12.31,-2.25
2022-12-02,111.924,110.926,113.761,109.963,15.98,0.9
2022-12-01,110.926,112.479,112.479,110.548,15.19,-1.39
2022-11-30,112.486,110.91,112.486,110.202,19.7,1.42
2022-11-29,110.91,108.784,112.187,108.784,14.72,1.96
2022-11-28,108.782,108.977,109.476,108.378,11.49,-0.18
2022-11-25,108.977,111.831,112.025,108.552,12.31,-2.55
2022-11-24,111.831,108.846,112.612,108.846,10.3,2.75
2022-11-23,108.841,109.036,109.285,107.902,13.2,-0.18
2022-11-22,109.037,109.75,110.224,107.867,15.06,-0.65
2022-11-21,109.748,108.868,110.235,107.957,16.65,0.81
2022-11-18,108.87,109.706,111.585,108.512,18.77,-0.76
2022-11-17,109.703,110.241,110.242,107.245,23.12,-0.49
2022-11-16,110.243,113.166,113.473,109.512,18.35,-2.58
2022-11-14,113.161,112.256,114.322,111.93,15.08,0.81
2022-11-11,112.253,109.775,113.01,109.408,25.04,2.26
2022-11-10,109.775,113.579,113.579,108.516,26.03,-3.35
2022-11-09,113.58,116.153,116.183,113.11,20.53,-2.22
2022-11-08,116.16,115.34,117.072,114.688,14.24,0.71
2022-11-07,115.342,118.148,118.24,115.221,15.22,-2.38
2022-11-04,118.155,116.907,120.039,116.904,16.21,1.08
2022-11-03,116.896,116.927,117.373,114.485,15.63,-0.03
2022-11-01,116.929,116.037,118.261,115.547,17.97,0.77
2022-10-31,116.037,114.533,116.763,112.113,21.64,1.31
2022-10-28,114.539,114.636,114.712,113.336,14.39,-0.09
2022-10-27,114.641,112.766,116.236,112.765,15.53,1.66
2022-10-26,112.764,114.626,114.626,112.577,16.09,-1.62
2022-10-25,114.626,116.016,116.203,114.626,14.73,-1.2
2022-10-24,116.013,119.922,119.924,115.793,13.28,-3.27
2022-10-21,119.929,117.17,120.752,116.736,18.58,2.35
2022-10-20,117.171,116.276,117.367,116.276,16.92,0.77
2022-10-19,116.274,115.744,116.459,115.264,12.73,0.46
2022-10-18,115.743,113.627,115.795,113.627,14.74,1.87
2022-10-17,113.624,112.107,114.406,112.09,11.63,1.38
2022-10-14,112.072,114.301,114.712,111.631,13.1,-1.95
2022-10-13,114.3,114.819,115.367,112.69,14.58,-0.46
2022-10-11,114.827,115.928,115.928,114.297,13.14,-0.96
2022-10-10,115.941,116.377,116.841,115.261,11.43,-0.37
2022-10-07,116.375,117.56,117.96,115.924,13.62,-1.01
2022-10-06,117.561,117.2,118.382,117.144,14.52,0.31
2022-10-05,117.198,116.231,117.514,115.906,13.56,0.83
2022-10-04,116.23,116.147,118.28,115.837,16.08,0.08
2022-10-03,116.134,110.048,116.134,110.048,20.98,5.54
2022-09-30,110.037,107.664,110.502,107.315,16.54,2.2
2022-09-29,107.664,108.449,108.449,106.244,14.59,-0.73
2022-09-28,108.451,108.377,108.97,107.914,13.54,0.07
2022-09-27,108.376,109.122,110.161,108.12,14.52,-0.68
2022-09-26,109.114,111.713,111.713,109.022,13.13,-2.33
2022-09-23,111.716,114.07,114.07,110.732,13.54,-2.06
2022-09-22,114.07,111.942,114.392,111.819,15.68,1.91
2022-09-21,111.936,112.517,113.294,111.38,14.73,-0.52
2022-09-20,112.517,111.824,112.544,111.393,12.57,0.62
2022-09-19,111.824,109.283,111.976,108.508,12.59,2.33
2022-09-16,109.28,109.951,109.952,108.489,18.84,-0.61
2022-09-15,109.954,110.547,111.1,109.524,11.62,-0.54
2022-09-14,110.547,110.794,111.504,110.118,11.63,-0.22
2022-09-13,110.794,113.398,113.4,110.522,12.61,-2.3
2022-09-12,113.407,112.307,114.16,112.305,11.71,0.98
2022-09-09,112.3,109.922,112.54,109.922,12.16,2.17
2022-09-08,109.916,109.771,110.768,108.619,13.76,0.14
2022-09-06,109.764,112.203,112.203,109.348,14.3,-2.17
2022-09-05,112.203,110.868,112.671,110.865,9.52,1.21
2022-09-02,110.864,110.409,112.264,110.409,16.69,0.42
2022-09-01,110.405,109.524,110.405,108.217,14.48,0.81
2022-08-31,109.523,110.431,111.364,109.523,14.79,-0.82
2022-08-30,110.431,112.323,112.869,110.103,11.94,-1.68
2022-08-29,112.323,112.296,113.222,111.689,9.8,0.02
2022-08-26,112.299,113.533,114.091,111.978,11.16,-1.09
2022-08-25,113.532,112.898,114.156,112.768,11.84,0.56
2022-08-24,112.898,112.856,113.888,112.632,13.76,0.04
2022-08-23,112.857,110.504,112.965,110.503,11.89,2.13
2022-08-22,110.501,111.487,111.487,109.858,11.01,-0.89
2022-08-19,111.496,113.807,113.807,111.146,12.68,-2.04
2022-08-18,113.813,113.708,114.375,113.304,10.64,0.09
2022-08-17,113.708,113.508,114.146,112.483,14.65,0.17
2022-08-16,113.512,113.034,113.626,112.69,12.99,0.43
2022-08-15,113.032,112.767,113.214,111.067,15.55,0.24
2022-08-12,112.764,109.718,112.764,109.718,18.7,2.78
2022-08-11,109.718,110.236,111.31,109.604,14.94,-0.47
2022-08-10,110.236,108.658,110.362,108.657,13.38,1.46
2022-08-09,108.651,108.403,109.331,107.842,12.15,0.23
2022-08-08,108.402,106.473,108.489,106.473,12.67,1.81
2022-08-05,106.472,105.893,107.176,105.518,12.95,0.55
2022-08-04,105.892,103.777,106.162,103.777,15.5,2.04
2022-08-03,103.775,103.362,103.878,102.822,12.38,0.4
2022-08-02,103.362,102.225,103.66,101.694,10.12,1.11
2022-08-01,102.225,103.165,103.317,101.764,11.63,-0.91
2022-07-29,103.165,102.597,103.989,102.514,12.93,0.55
2022-07-28,102.597,101.437,102.686,101.045,11.13,1.14
2022-07-27,101.438,99.773,101.471,99.772,10.26,1.67
2022-07-26,99.772,100.27,100.753,99.365,9.14,-0.5
2022-07-25,100.27,98.926,100.508,98.925,8.62,1.36
2022-07-22,98.925,99.034,99.724,98.321,10.03,-0.11
2022-07-21,99.033,98.286,99.057,97.088,10.06,0.76
2022-07-20,98.287,98.244,98.366,97.277,12.94,0.04
2022-07-19,98.245,96.92,98.346,96.917,10.3,1.37
2022-07-18,96.916,96.553,98.291,96.553,10.74,0.38
2022-07-15,96.551,96.119,96.971,95.267,11.35,0.45
2022-07-14,96.121,97.879,97.879,95.431,12.58,-1.8
2022-07-13,97.881,98.258,98.928,97.403,12.21,-0.4
2022-07-12,98.271,98.212,98.737,97.253,12.57,0.06
2022-07-11,98.212,100.282,100.282,97.854,8.89,-2.07
2022-07-08,100.289,100.732,101.577,99.958,9.73,-0.44
2022-07-07,100.73,98.722,101.42,98.722,12.7,2.04
2022-07-06,98.719,98.294,99.141,97.423,13.35,0.43
2022-07-05,98.295,98.608,98.608,96.499,13.36,-0.32
2022-07-04,98.609,98.952,99.353,98.264,6.28,-0.35
2022-07-01,98.954,98.542,99.34,97.231,11.61,0.42
2022-06-30,98.542,99.619,99.619,97.758,14.59,-1.08
2022-06-29,99.622,100.592,101.313,99.218,10.45,-0.96
2022-06-28,100.591,100.766,102.237,99.956,10.49,-0.17
2022-06-27,100.764,98.673,101.106,98.672,9.9,2.12
2022-06-24,98.672,98.081,99.313,98.031,10.35,0.6
2022-06-23,98.08,99.523,100.232,97.775,12.41,-1.45
2022-06-22,99.522,99.678,100.374,98.05,11.68,-0.16
2022-06-21,99.685,99.854,101.069,99.167,11.07,-0.17
2022-06-20,99.853,99.824,100.481,98.409,10.9,0.03
2022-06-17,99.825,102.8,102.801,98.402,18.93,-2.9
2022-06-15,102.807,102.068,103.952,102.046,16.02,0.73
2022-06-14,102.063,102.598,103.328,101.325,11.56,-0.52
2022-06-13,102.598,105.476,105.478,101.7,13.84,-2.73
2022-06-10,105.481,107.091,107.092,104.648,12.84,-1.51
2022-06-09,107.094,108.367,108.51,107.068,11.96,-1.18
2022-06-08,108.368,110.067,110.142,108.045,10.38,-1.55
2022-06-07,110.07,110.185,110.435,109.394,9.47,-0.11
2022-06-06,110.186,111.102,111.935,110.015,8.21,-0.82
2022-06-03,111.102,112.392,112.392,110.935,8.76,-1.15
2022-06-02,112.393,111.363,112.709,111.218,10.05,0.93
2022-06-01,111.36,111.351,111.931,110.822,9.79,0.01
2022-05-31,111.351,111.036,111.903,110.685,15.81,0.29
2022-05-30,111.032,111.944,112.69,110.655,7.28,-0.81
2022-05-27,111.942,111.89,112.441,111.558,9.98,0.05
2022-05-26,111.89,110.577,112.102,110.388,13.08,1.18
2022-05-25,110.58,110.58,111.006,109.699,10.74,0.0
2022-05-24,110.581,110.34,110.635,108.399,11.72,0.21
2022-05-23,110.346,108.5,110.68,108.5,10.69,1.71
2022-05-20,108.488,107.056,108.795,107.056,12.87,1.39
2022-05-19,107.005,106.249,107.42,105.76,11.43,0.71
2022-05-18,106.247,108.788,108.923,106.038,14.75,-2.34
2022-05-17,108.789,108.246,109.774,108.245,16.5,0.51
2022-05-16,108.233,106.925,108.795,106.852,10.6,1.22
2022-05-13,106.924,105.691,107.773,105.691,12.37,1.17
2022-05-12,105.688,104.395,105.708,103.579,14.0,1.24
2022-05-11,104.397,103.11,105.374,103.008,13.43,1.25
2022-05-10,103.11,103.251,104.286,102.386,13.51,-0.14
2022-05-09,103.25,105.109,105.109,102.768,13.2,-1.79
2022-05-06,105.135,105.303,106.268,103.984,14.14,-0.16
2022-05-05,105.304,108.337,108.337,103.923,13.83,-2.81
2022-05-04,108.344,106.529,108.382,104.933,14.56,1.7
2022-05-03,106.528,106.64,107.127,106.033,9.94,-0.1
2022-05-02,106.639,107.876,107.884,105.218,11.94,-1.15
2022-04-29,107.876,109.922,111.819,107.876,13.66,-1.86
2022-04-28,109.919,109.349,110.702,108.905,11.13,0.52
2022-04-27,109.349,108.214,110.107,108.214,11.52,1.05
2022-04-26,108.213,110.684,110.685,107.978,11.75,-2.23
2022-04-25,110.685,111.077,111.155,109.222,11.1,-0.35
2022-04-22,111.078,114.343,114.343,110.591,10.88,-2.86
2022-04-20,114.344,115.057,115.057,113.945,10.75,-0.62
2022-04-19,115.057,115.687,115.687,114.277,10.54,-0.55
2022-04-18,115.687,116.182,116.191,115.177,8.4,-0.43
2022-04-14,116.182,116.781,116.781,115.624,10.37,-0.51
2022-04-13,116.782,116.15,117.329,116.15,12.07,0.55
2022-04-12,116.147,116.963,118.615,116.054,11.41,-0.69
2022-04-11,116.953,118.32,118.32,116.953,9.56,-1.16
2022-04-08,118.322,118.861,118.868,117.487,11.23,-0.45
2022-04-07,118.862,118.226,119.247,117.509,11.52,0.54
2022-04-06,118.228,118.885,118.885,116.791,13.41,-0.55
2022-04-05,118.885,121.279,121.628,118.794,11.79,-1.97
2022-04-04,121.28,121.569,121.57,120.754,8.81,-0.24
2022-04-01,121.57,120.001,121.579,120.001,13.78,1.31
2022-03-31,119.999,120.261,120.88,119.999,11.2,-0.22
2022-03-30,120.26,120.013,120.531,119.775,10.89,0.2
2022-03-29,120.014,118.74,120.9,118.74,12.93,1.07
2022-03-28,118.738,119.082,119.444,118.061,9.17,-0.29
2022-03-25,119.081,119.062,119.729,118.548,13.81,0.02
2022-03-24,119.053,117.46,119.256,117.151,13.47,1.36
2022-03-23,117.457,117.27,118.27,117.036,11.08,0.16
2022-03-22,117.272,116.157,117.541,116.157,11.38,0.96
2022-03-21,116.155,115.307,116.36,115.208,10.38,0.73
2022-03-18,115.311,113.076,115.311,112.475,19.55,1.98
2022-03-17,113.076,111.113,113.088,111.07,14.41,1.77
2022-03-16,111.112,108.958,111.183,108.958,13.21,1.98
2022-03-15,108.959,109.925,109.925,107.781,13.65,-0.88
2022-03-14,109.928,111.716,112.299,109.717,10.48,-1.6
2022-03-11,111.713,113.664,114.627,111.332,12.48,-1.72
2022-03-10,113.663,113.9,113.939,111.889,12.98,-0.21
2022-03-09,113.9,111.21,114.051,111.207,14.71,2.43
2022-03-08,111.203,111.594,112.39,110.969,15.7,-0.35
2022-03-07,111.593,114.469,114.529,111.14,14.06,-2.52
2022-03-04,114.474,115.166,115.166,113.389,10.72,-0.6
2022-03-03,115.166,115.173,115.948,115.01,12.12,-0.01
2022-03-02,115.174,113.143,115.429,113.143,10.7,1.8
2022-02-25,113.142,111.591,113.142,110.673,17.56,1.39
2022-02-24,111.592,112.001,112.001,109.125,16.79,-0.37
2022-02-23,112.008,112.892,113.721,111.748,12.12,-0.78
2022-02-22,112.892,111.727,113.315,111.727,12.71,1.04
2022-02-21,111.725,112.88,113.405,111.608,7.86,-1.02
2022-02-18,112.88,113.534,114.213,112.701,11.3,-0.57
2022-02-17,113.528,115.181,115.214,113.389,10.81,-1.43
2022-02-16,115.181,114.83,115.734,114.816,12.05,0.31
2022-02-15,114.828,113.905,114.828,113.882,11.65,0.82
2022-02-14,113.899,113.643,114.167,113.358,10.76,0.29
2022-02-11,113.572,113.368,114.899,113.128,18.6,0.18
2022-02-10,113.368,112.462,113.812,112.163,13.27,0.81
2022-02-09,112.461,112.233,113.163,111.71,13.79,0.2
2022-02-08,112.234,111.995,112.251,110.943,10.16,0.21
2022-02-07,111.996,112.247,112.517,111.49,10.67,-0.22
2022-02-04,112.245,111.696,112.415,110.321,11.46,0.49
2022-02-03,111.696,111.897,112.502,111.225,11.04,-0.18
2022-02-02,111.894,113.228,113.666,111.645,11.75,-1.18
2022-02-01,113.228,112.143,113.302,112.135,11.13,0.97
2022-01-31,112.144,111.91,112.678,111.195,12.19,0.21
2022-01-28,111.91,112.611,112.969,111.407,13.52,-0.62
2022-01-27,112.612,111.303,113.057,111.303,14.81,1.19
2022-01-26,111.289,110.207,112.695,110.204,15.51,0.98
2022-01-25,110.204,107.935,110.711,107.185,13.71,2.1
2022-01-24,107.937,108.941,108.948,106.624,12.7,-0.92
2022-01-21,108.942,109.097,109.786,108.368,13.41,-0.15
2022-01-20,109.102,108.015,109.873,108.015,13.63,1.01
2022-01-19,108.013,106.67,108.602,106.669,12.6,1.26
2022-01-18,106.668,106.369,107.013,105.786,11.22,0.28
2022-01-17,106.374,106.927,106.928,106.097,6.92,-0.52
2022-01-14,106.928,105.53,107.062,105.028,11.46,1.33
2022-01-13,105.53,105.686,106.251,104.974,11.71,-0.15
2022-01-12,105.686,103.779,105.869,103.771,13.03,1.84
2022-01-11,103.779,101.946,103.78,101.918,12.42,1.8
2022-01-10,101.945,102.719,102.719,101.038,10.26,-0.75
2022-01-07,102.719,101.561,102.719,101.104,11.73,1.14
2022-01-06,101.561,101.006,102.235,101.0,11.75,0.55
2022-01-05,101.006,103.514,103.514,100.85,12.88,-2.42
2022-01-04,103.514,103.922,104.276,103.096,11.49,-0.39
2022-01-03,103.922,104.823,106.125,103.413,11.13,-0.86
2021-12-30,104.822,104.106,105.269,104.106,11.14,0.69
2021-12-29,104.107,104.863,105.19,103.851,6.59,-0.72
2021-12-28,104.864,105.555,105.652,104.503,7.51,-0.65
2021-12-27,105.554,104.892,105.694,104.798,7.59,0.63
2021-12-23,104.891,105.251,105.453,104.637,7.28,-0.33
2021-12-22,105.244,105.499,105.711,104.386,8.05,-0.24
2021-12-21,105.5,105.02,105.906,105.02,9.04,0.46
2021-12-20,105.02,107.171,107.171,104.358,10.57,-2.03
2021-12-17,107.201,108.324,108.324,106.518,14.93,-1.04
2021-12-16,108.326,107.433,109.034,107.433,13.75,0.83
2021-12-15,107.431,106.763,107.603,105.697,12.66,0.63
2021-12-14,106.76,107.387,109.148,106.445,11.6,-0.58
2021-12-13,107.383,107.758,109.493,107.383,12.51,-0.35
2021-12-10,107.758,106.296,108.275,106.296,10.47,1.38
2021-12-09,106.291,108.095,108.095,105.89,11.08,-1.67
2021-12-08,108.096,107.558,108.521,107.309,13.17,0.5
2021-12-07,107.558,106.868,108.655,106.868,11.77,0.65
2021-12-06,106.859,105.07,107.498,105.07,11.13,1.7
2021-12-03,105.07,104.467,106.814,104.09,14.58,0.58
2021-12-02,104.466,100.785,104.466,100.785,14.85,3.66
2021-12-01,100.775,101.916,104.087,100.727,13.76,-1.12
2021-11-30,101.915,102.814,103.066,100.075,18.2,-0.87
2021-11-29,102.814,102.227,104.149,102.226,10.28,0.58
2021-11-26,102.224,105.81,105.81,101.495,10.97,-3.39
2021-11-25,105.811,104.514,106.4,104.514,7.89,1.24
2021-11-24,104.514,103.652,105.041,102.464,10.47,0.83
2021-11-23,103.654,102.124,103.841,101.736,13.03,1.5
2021-11-22,102.122,103.036,104.613,102.122,10.41,-0.89
2021-11-19,103.035,102.426,103.975,102.143,11.1,0.59
2021-11-18,102.426,102.948,103.757,102.014,10.91,-0.51
