ds,y,abertura,max,min,volume,variacao
2021-11-17,102.948,104.405,105.535,102.551,12.83,-1.39
2021-11-16,104.404,106.336,106.971,104.113,11.58,-1.82
2021-11-12,106.335,107.576,107.915,105.842,13.25,-1.17
2021-11-11,107.595,105.988,108.669,105.988,12.66,1.54
2021-11-10,105.968,105.535,107.407,105.14,12.28,0.41
2021-11-09,105.535,104.783,106.674,104.783,11.02,0.72
2021-11-08,104.781,104.824,105.679,104.182,9.36,-0.04
2021-11-05,104.824,103.412,105.555,103.412,12.59,1.37
2021-11-04,103.412,105.617,105.627,102.835,12.08,-2.09
2021-11-03,105.617,105.547,106.754,104.205,14.7,0.06
2021-11-01,105.551,103.514,106.136,103.514,10.73,1.98
2021-10-29,103.501,105.707,105.954,103.43,12.6,-2.09
2021-10-28,105.705,106.369,107.21,105.282,11.5,-0.62
2021-10-27,106.363,106.433,108.224,106.045,10.83,-0.05
2021-10-26,106.42,108.713,108.713,106.321,10.76,-2.11
2021-10-25,108.715,106.298,109.372,106.296,11.51,2.28
2021-10-22,106.296,107.714,107.749,102.854,21.17,-1.34
2021-10-21,107.735,110.767,110.767,105.714,16.51,-2.75
2021-10-20,110.786,110.677,112.023,110.176,11.74,0.1
2021-10-19,110.673,114.422,114.422,109.947,14.13,-3.28
2021-10-18,114.428,114.647,114.927,112.841,11.2,-0.19
2021-10-15,114.648,113.189,114.776,113.049,11.17,1.29
2021-10-14,113.185,113.457,113.881,112.708,8.96,-0.24
2021-10-13,113.456,112.18,114.159,111.807,11.73,1.14
2021-10-11,112.18,112.834,113.982,112.052,10.28,-0.58
2021-10-08,112.833,110.586,114.172,110.586,12.87,2.03
2021-10-07,110.585,110.563,111.522,110.563,10.65,0.02
2021-10-06,110.56,110.454,110.614,108.18,13.28,0.09
2021-10-05,110.458,110.397,111.691,110.087,10.38,0.06
2021-10-04,110.393,112.9,112.9,109.979,11.81,-2.22
2021-10-01,112.9,110.98,113.02,110.98,10.78,1.73
2021-09-30,110.979,111.117,112.371,110.743,13.16,-0.11
2021-09-29,111.107,110.125,112.028,110.125,11.37,0.89
2021-09-28,110.124,113.584,113.584,109.981,13.19,-3.05
2021-09-27,113.583,113.283,114.432,112.36,10.74,0.27
2021-09-24,113.283,114.062,114.062,112.505,9.12,-0.69
2021-09-23,114.064,112.282,114.33,112.281,11.48,1.59
2021-09-22,112.282,110.252,113.321,110.251,12.16,1.84
2021-09-21,110.25,108.859,110.923,108.859,11.25,1.29
2021-09-20,108.844,111.435,111.435,107.52,11.5,-2.33
2021-09-17,111.439,113.794,113.794,111.157,14.83,-2.07
2021-09-16,113.794,115.062,115.062,113.395,10.69,-1.1
2021-09-15,115.063,116.191,116.312,114.741,9.46,-0.96
2021-09-14,116.181,116.405,117.27,115.809,9.03,-0.19
2021-09-13,116.404,114.3,117.046,114.3,9.25,1.85
2021-09-10,114.286,115.37,116.896,114.286,11.16,-0.93
2021-09-09,115.361,113.413,116.354,112.435,13.89,1.72
2021-09-08,113.413,117.866,117.866,113.172,12.32,-3.78
2021-09-06,117.869,116.926,117.981,116.156,5.11,0.8
2021-09-03,116.933,116.679,117.396,115.583,12.52,0.22
2021-09-02,116.677,119.394,119.397,116.534,9.86,-2.28
2021-09-01,119.396,118.793,119.942,118.067,9.52,0.52
2021-08-31,118.781,119.738,120.157,117.911,11.54,-0.8
2021-08-30,119.74,120.677,120.684,119.354,6.39,-0.78
2021-08-27,120.678,118.725,120.678,118.721,7.32,1.65
2021-08-26,118.724,120.817,120.833,118.719,8.43,-1.73
2021-08-25,120.818,120.21,120.818,119.226,7.52,0.5
2021-08-24,120.211,117.474,120.463,117.474,9.18,2.33
2021-08-23,117.472,118.053,118.445,117.062,7.85,-0.49
2021-08-20,118.053,117.163,118.308,116.04,8.93,0.76
2021-08-19,117.165,116.641,117.453,114.801,10.52,0.45
2021-08-18,116.643,117.904,118.739,116.489,11.75,-1.07
2021-08-17,117.904,119.179,119.179,116.248,11.22,-1.07
2021-08-16,119.18,121.191,121.191,118.684,9.74,-1.66
2021-08-13,121.194,120.701,121.275,120.045,10.64,0.41
2021-08-12,120.701,122.056,122.095,120.534,11.07,-1.11
2021-08-11,122.056,122.203,122.756,120.827,8.69,-0.12
2021-08-10,122.202,123.021,123.513,122.061,8.3,-0.66
2021-08-09,123.019,122.809,123.597,122.258,7.17,0.17
2021-08-06,122.81,121.633,123.287,121.568,7.5,0.97
2021-08-05,121.633,121.801,123.541,121.128,10.91,-0.14
2021-08-04,121.801,123.577,123.587,121.072,9.16,-1.44
2021-08-03,123.577,122.516,123.765,120.807,9.39,0.87
2021-08-02,122.516,121.803,124.536,121.797,8.57,0.59
2021-07-30,121.801,125.672,125.673,121.748,9.4,-3.08
2021-07-29,125.675,126.285,126.476,124.917,7.49,-0.48
2021-07-28,126.286,124.615,126.712,124.542,9.04,1.34
2021-07-27,124.612,126.004,126.026,123.67,7.31,-1.1
2021-07-26,126.004,125.058,126.214,125.006,6.33,0.76
2021-07-23,125.053,126.14,126.204,124.422,6.05,-0.87
2021-07-22,126.147,125.93,126.428,125.416,6.48,0.17
2021-07-21,125.929,125.404,126.112,125.247,7.15,0.42
2021-07-20,125.401,124.395,125.631,123.631,7.63,0.81
2021-07-19,124.395,125.958,125.958,123.317,9.21,-1.24
2021-07-16,125.96,127.468,128.01,125.808,7.36,-1.18
2021-07-15,127.468,128.407,128.976,126.922,7.42,-0.73
2021-07-14,128.407,128.169,129.62,128.085,9.21,0.19
2021-07-13,128.168,127.594,128.42,126.441,7.15,0.45
2021-07-12,127.594,125.428,127.782,125.428,7.42,1.73
2021-07-08,125.428,127.013,127.013,124.31,8.88,-1.25
2021-07-07,127.019,125.096,127.249,125.094,8.15,1.54
2021-07-06,125.095,126.919,126.919,124.866,7.65,-1.44
2021-07-05,126.92,127.622,127.633,126.531,5.26,-0.55
2021-07-02,127.622,125.667,127.672,125.667,7.43,1.56
2021-07-01,125.666,126.802,127.204,124.994,9.29,-0.9
2021-06-30,126.802,127.323,127.323,126.199,9.1,-0.41
2021-06-29,127.327,127.429,127.507,126.184,7.78,-0.08
2021-06-28,127.429,127.255,128.067,126.629,8.16,0.14
2021-06-25,127.256,129.513,129.748,126.697,9.36,-1.74
2021-06-24,129.514,128.433,129.541,128.428,7.24,0.85
2021-06-23,128.428,128.769,129.901,128.182,7.99,-0.26
2021-06-22,128.767,129.242,129.259,127.803,9.33,-0.38
2021-06-21,129.265,128.405,129.412,128.048,7.33,0.67
2021-06-18,128.405,128.05,128.796,127.595,12.43,0.27
2021-06-17,128.057,129.259,129.919,127.576,9.66,-0.93
2021-06-16,129.259,130.091,130.283,128.345,12.88,-0.64
2021-06-15,130.091,130.208,130.436,129.304,7.21,-0.09
2021-06-14,130.208,129.441,131.084,129.441,8.16,0.59
2021-06-11,129.441,130.076,130.294,128.678,7.75,-0.49
2021-06-10,130.076,129.911,130.527,129.526,8.53,0.13
2021-06-09,129.907,129.8,130.882,129.281,9.84,0.09
2021-06-08,129.787,130.776,130.776,129.23,10.35,-0.76
2021-06-07,130.776,130.125,131.19,129.498,9.66,0.5
2021-06-04,130.126,129.6,130.137,129.148,9.81,0.4
2021-06-02,129.601,128.268,129.601,128.167,12.78,1.04
2021-06-01,128.267,126.218,128.363,126.218,12.5,1.63
2021-05-31,126.216,125.561,126.216,125.54,5.95,0.52
2021-05-28,125.561,124.367,125.698,124.284,8.85,0.96
2021-05-27,124.367,123.989,124.537,123.47,13.14,0.3
2021-05-26,123.989,122.988,124.256,122.988,8.26,0.81
2021-05-25,122.988,124.032,124.696,122.701,8.91,-0.84
2021-05-24,124.032,122.592,124.167,122.526,8.19,1.17
2021-05-21,122.592,122.701,122.799,121.76,9.49,-0.09
2021-05-20,122.701,122.636,122.734,122.136,7.91,0.05
2021-05-19,122.636,122.976,123.013,121.595,8.83,-0.28
2021-05-18,122.98,122.937,123.544,122.55,7.84,0.03
2021-05-17,122.938,121.88,123.074,121.68,7.41,0.87
2021-05-14,121.881,120.719,122.195,120.719,10.14,0.97
2021-05-13,120.706,119.711,121.426,119.711,9.36,0.83
2021-05-12,119.71,122.964,122.964,119.458,9.41,-2.65
2021-05-11,122.964,121.904,122.964,120.145,7.99,0.87
2021-05-10,121.909,122.038,122.772,121.795,8.22,-0.11
2021-05-07,122.038,119.922,122.038,119.922,8.87,1.77
2021-05-06,119.921,119.577,119.966,119.071,8.78,0.3
2021-05-05,119.564,117.725,119.734,117.725,9.06,1.57
2021-05-04,117.712,119.209,119.293,117.631,8.77,-1.26
2021-05-03,119.209,118.951,119.904,118.528,8.89,0.27
2021-04-30,118.894,120.064,120.125,118.894,11.09,-0.98
2021-04-29,120.066,121.053,121.498,119.703,8.5,-0.82
2021-04-28,121.053,119.392,121.276,119.392,9.08,1.39
2021-04-27,119.388,120.595,121.012,119.003,8.36,-1.0
2021-04-26,120.595,120.534,121.393,119.86,7.1,0.05
2021-04-23,120.53,119.372,120.815,119.372,7.62,0.97
2021-04-22,119.371,120.064,120.995,119.203,8.6,-0.58
2021-04-20,120.062,120.925,121.354,119.841,7.81,-0.72
2021-04-19,120.934,121.116,121.974,120.682,10.03,-0.15
2021-04-16,121.114,120.701,121.333,120.199,7.95,0.34
2021-04-15,120.701,120.29,121.409,120.084,7.95,0.34
2021-04-14,120.295,119.298,120.871,119.298,10.08,0.84
2021-04-13,119.297,118.809,119.529,118.041,8.98,0.41
2021-04-12,118.812,117.661,118.812,117.661,7.0,0.97
2021-04-09,117.67,118.313,118.643,117.336,7.74,-0.54
2021-04-08,118.313,117.624,118.85,117.486,8.78,0.59
2021-04-07,117.624,117.499,118.303,116.748,8.54,0.11
2021-04-06,117.499,117.519,118.213,117.176,6.8,-0.02
2021-04-05,117.518,115.262,117.668,115.262,7.25,1.97
2021-04-01,115.253,116.644,117.088,114.991,8.02,-1.18
2021-03-31,116.634,116.85,117.249,115.932,10.66,-0.18
2021-03-30,116.85,115.414,117.09,114.999,8.14,1.24
2021-03-29,115.419,114.776,115.553,114.096,7.46,0.56
2021-03-26,114.781,113.75,115.416,113.305,8.66,0.91
2021-03-25,113.75,112.065,114.024,110.927,10.31,1.5
2021-03-24,112.064,113.272,114.823,112.064,9.83,-1.06
2021-03-23,113.262,114.977,115.599,113.062,8.3,-1.49
2021-03-22,114.979,116.222,116.225,113.62,8.16,-1.07
2021-03-19,116.222,114.837,116.446,114.61,12.34,1.21
2021-03-18,114.835,116.549,116.751,114.302,9.92,-1.47
2021-03-17,116.549,114.018,116.736,113.428,9.43,2.22
2021-03-16,114.019,114.845,114.974,113.37,7.8,-0.72
2021-03-15,114.851,114.093,114.903,113.635,8.22,0.6
2021-03-12,114.16,114.984,114.984,113.253,8.11,-0.72
2021-03-11,114.984,112.782,115.127,112.776,12.09,1.96
2021-03-10,112.776,111.331,112.928,109.999,12.51,1.3
2021-03-09,111.331,110.611,112.525,109.343,12.14,0.65
2021-03-08,110.612,115.202,115.202,110.268,13.7,-3.98
2021-03-05,115.202,112.69,115.504,112.504,13.25,2.23
2021-03-04,112.69,111.191,114.433,111.163,14.22,1.35
2021-03-03,111.184,111.529,112.398,107.466,15.14,-0.32
2021-03-02,111.54,110.328,112.428,107.319,14.82,1.09
2021-03-01,110.335,110.036,112.445,110.036,11.24,0.27
2021-02-26,110.035,112.26,113.466,109.827,14.62,-1.98
2021-02-25,112.256,115.668,116.506,111.764,12.47,-2.95
2021-02-24,115.668,115.229,116.208,114.668,11.4,0.38
2021-02-23,115.227,112.676,115.38,112.667,15.17,2.27
2021-02-22,112.668,118.388,118.388,111.65,21.77,-4.87
2021-02-19,118.431,119.199,119.25,117.867,10.4,-0.64
2021-02-18,119.199,120.361,120.845,118.515,10.72,-0.96
2021-02-17,120.356,119.421,120.597,118.88,8.33,0.78
2021-02-12,119.429,119.3,119.763,118.163,7.66,0.11
2021-02-11,119.3,118.44,120.283,118.44,7.57,0.73
2021-02-10,118.435,119.472,119.738,117.97,8.64,-0.87
2021-02-09,119.472,119.696,119.975,118.246,7.91,-0.19
2021-02-08,119.696,120.239,120.844,119.14,8.62,-0.45
2021-02-05,120.24,119.261,121.117,119.261,8.21,0.82
2021-02-04,119.261,119.728,120.56,118.918,8.1,-0.39
2021-02-03,119.725,118.235,120.21,118.234,8.7,1.26
2021-02-02,118.234,117.52,119.805,117.519,11.63,0.61
2021-02-01,117.518,115.093,117.862,115.093,8.72,2.13
2021-01-29,115.068,118.88,118.88,114.973,10.97,-3.21
2021-01-28,118.883,115.882,119.355,115.734,12.07,2.59
2021-01-27,115.882,116.463,117.84,114.887,12.38,-0.5
2021-01-26,116.464,117.381,119.167,116.109,10.68,-0.78
2021-01-22,117.38,118.318,118.318,116.109,9.37,-0.8
2021-01-21,118.329,119.628,120.243,117.785,8.57,-1.1
2021-01-20,119.646,120.645,121.449,118.74,7.95,-0.82
2021-01-19,120.636,121.25,122.12,119.257,7.89,-0.5
2021-01-18,121.242,120.351,122.586,120.351,7.22,0.74
2021-01-15,120.349,123.472,123.472,120.185,9.39,-2.54
2021-01-14,123.481,121.947,123.896,121.947,8.97,1.27
2021-01-13,121.933,123.996,124.032,121.016,10.29,-1.67
2021-01-12,123.998,123.255,124.584,123.227,8.95,0.6
2021-01-11,123.255,125.075,125.075,122.506,9.54,-1.46
2021-01-08,125.077,122.387,125.324,122.386,11.09,2.2
2021-01-07,122.386,119.103,122.697,119.101,11.77,2.76
2021-01-06,119.1,119.377,120.924,118.917,11.64,-0.23
2021-01-05,119.376,118.835,119.79,116.756,9.26,0.44
2021-01-04,118.855,119.024,120.354,118.062,8.74,-0.14
2020-12-30,119.017,119.41,120.15,118.919,8.24,-0.33
2020-12-29,119.409,119.13,119.861,118.75,6.77,0.24
2020-12-28,119.124,117.806,119.213,117.805,7.17,1.12
2020-12-23,117.807,116.636,118.311,116.636,6.48,1.0
2020-12-22,116.636,115.825,116.903,115.648,6.95,0.7
2020-12-21,115.823,118.021,118.021,114.73,10.35,-1.86
2020-12-18,118.024,118.395,119.37,117.638,8.64,-0.32
2020-12-17,118.401,117.864,119.027,117.856,7.7,0.46
2020-12-16,117.857,116.149,118.178,115.496,9.81,1.47
2020-12-15,116.149,114.613,116.39,114.613,8.2,1.34
2020-12-14,114.611,115.137,115.74,114.431,8.19,-0.45
2020-12-11,115.128,115.128,115.527,113.949,8.37,0.0
2020-12-10,115.129,113.002,115.262,112.732,11.8,1.88
2020-12-09,113.001,113.799,114.02,112.567,8.43,-0.7
2020-12-08,113.793,113.59,114.381,112.82,8.81,0.18
2020-12-07,113.59,113.751,114.531,112.629,9.63,-0.14
2020-12-04,113.75,112.294,113.864,112.294,8.89,1.3
2020-12-03,112.292,111.874,113.377,111.874,11.47,0.37
2020-12-02,111.879,111.402,112.315,110.579,9.81,0.43
2020-12-01,111.4,108.897,111.84,108.897,11.32,2.3
2020-11-30,108.893,110.598,110.934,108.829,19.3,-1.52
2020-11-27,110.575,110.229,111.603,110.161,8.79,0.32
2020-11-26,110.227,110.133,110.245,109.418,6.17,0.09
2020-11-25,110.133,109.786,110.596,109.315,8.56,0.32
2020-11-24,109.786,107.378,109.956,107.361,11.93,2.24
2020-11-23,107.379,106.05,107.495,106.05,9.69,1.26
2020-11-20,106.042,106.67,106.764,105.68,7.1,-0.59
2020-11-19,106.67,106.117,106.973,105.545,8.56,0.52
2020-11-18,106.119,107.246,107.467,106.043,10.34,-1.05
2020-11-17,107.249,106.43,107.81,105.847,10.31,0.77
2020-11-16,106.43,104.729,106.518,104.729,11.72,1.63
2020-11-13,104.723,102.509,104.726,102.509,9.77,2.16
2020-11-12,102.507,104.81,105.019,102.034,10.86,-2.2
2020-11-11,104.809,105.067,105.462,104.143,10.84,-0.25
2020-11-10,105.067,103.516,105.758,103.453,16.67,1.5
2020-11-09,103.515,100.954,105.147,100.954,17.41,2.57
2020-11-06,100.925,100.751,101.104,99.837,8.38,0.17
2020-11-05,100.751,97.873,100.922,97.872,10.46,2.95
2020-11-04,97.867,95.992,98.296,95.987,10.7,1.97
2020-11-03,95.98,93.968,96.35,93.968,10.19,2.16
2020-10-30,93.952,96.579,96.579,93.559,10.64,-2.72
2020-10-29,96.582,95.368,96.688,93.387,12.7,1.27
2020-10-28,95.369,99.598,99.598,95.369,11.05,-4.25
2020-10-27,99.606,101.017,101.66,99.414,8.67,-1.4
2020-10-26,101.017,101.26,101.784,99.762,8.07,-0.24
2020-10-23,101.26,101.918,102.218,101.188,7.56,-0.65
2020-10-22,101.918,100.553,102.02,100.457,9.56,1.36
2020-10-21,100.552,100.541,101.586,100.149,8.66,0.01
2020-10-20,100.54,98.664,100.722,98.664,8.8,1.91
2020-10-19,98.658,98.31,99.917,98.31,9.93,0.35
2020-10-16,98.309,99.054,99.172,98.309,7.84,-0.75
2020-10-15,99.054,99.328,99.486,97.778,8.34,-0.28
2020-10-14,99.334,98.502,99.571,98.501,8.9,0.84
2020-10-13,98.503,97.483,98.998,97.336,7.87,1.05
2020-10-09,97.483,97.924,98.642,97.161,10.81,-0.45
2020-10-08,97.92,95.53,97.938,95.53,11.16,2.51
2020-10-07,95.526,95.616,96.38,94.881,9.83,-0.09
2020-10-06,95.615,96.091,97.405,95.211,11.3,-0.49
2020-10-05,96.089,94.019,96.414,93.984,8.62,2.21
2020-10-02,94.016,95.475,95.996,93.897,8.58,-1.53
2020-10-01,95.479,94.604,95.486,93.599,9.24,0.93
2020-09-30,94.603,93.586,95.34,93.584,9.49,1.09
2020-09-29,93.58,94.665,95.505,93.408,8.74,-1.15
2020-09-28,94.666,97.005,98.314,94.371,10.51,-2.41
2020-09-25,96.999,97.011,97.012,95.632,7.35,-0.01
2020-09-24,97.012,95.735,97.955,95.653,9.33,1.33
2020-09-23,95.735,97.294,97.389,95.728,8.83,-1.6
2020-09-22,97.294,96.995,97.684,96.39,7.28,0.31
2020-09-21,96.991,98.283,98.283,95.82,9.74,-1.32
2020-09-18,98.29,100.098,100.102,98.045,11.37,-1.81
2020-09-17,100.098,99.674,100.251,98.562,7.86,0.42
2020-09-16,99.676,100.299,100.663,99.663,7.14,-0.62
2020-09-15,100.298,100.277,100.949,99.647,9.22,0.02
2020-09-14,100.275,98.367,100.52,98.367,8.18,1.94
2020-09-11,98.363,98.839,99.435,97.758,9.11,-0.48
2020-09-10,98.835,101.291,101.536,98.687,8.89,-2.43
2020-09-09,101.292,100.05,101.578,100.05,7.96,1.24
2020-09-08,100.05,101.239,101.239,99.373,8.48,-1.18
2020-09-04,101.242,100.733,101.582,98.961,11.33,0.52
2020-09-03,100.721,101.911,103.226,99.751,12.61,-1.17
2020-09-02,101.911,102.168,102.824,100.872,7.56,-0.25
2020-09-01,102.168,99.382,102.238,99.382,9.38,2.82
2020-08-31,99.369,102.142,102.142,99.369,12.23,-2.72
2020-08-28,102.143,100.631,102.347,100.631,7.67,1.51
2020-08-27,100.624,100.625,101.548,99.857,7.36,0.0
2020-08-26,100.627,102.119,102.521,99.359,9.86,-1.46
2020-08-25,102.118,102.293,102.708,101.623,8.19,-0.18
2020-08-24,102.298,101.525,102.515,101.525,7.72,0.77
2020-08-21,101.521,101.46,101.566,100.412,9.1,0.05
2020-08-20,101.468,100.853,101.749,99.131,9.4,0.61
2020-08-19,100.854,102.072,102.334,100.8,10.03,-1.19
2020-08-18,102.065,99.597,102.247,99.597,9.42,2.48
2020-08-17,99.595,101.348,101.689,98.513,10.82,-1.73
2020-08-14,101.353,100.469,101.717,100.445,8.58,0.89
2020-08-13,100.461,102.118,103.237,100.187,10.72,-1.62
2020-08-12,102.118,102.176,103.116,100.698,10.11,-0.06
2020-08-11,102.174,103.449,104.409,102.174,9.36,-1.23
2020-08-10,103.444,102.776,103.722,101.282,8.26,0.65
2020-08-07,102.776,104.116,104.126,101.957,10.34,-1.3
2020-08-06,104.126,102.795,104.523,102.795,9.69,1.29
2020-08-05,102.802,101.22,103.763,101.22,10.92,1.57
2020-08-04,101.216,102.826,103.012,100.005,12.03,-1.57
2020-08-03,102.83,102.913,103.863,102.304,10.9,-0.08
2020-07-31,102.912,105.01,105.462,102.642,12.93,-2.0
2020-07-30,105.009,105.605,105.607,103.92,9.59,-0.56
2020-07-29,105.605,104.112,105.704,104.112,9.24,1.44
2020-07-28,104.109,104.477,104.663,103.592,9.09,-0.35
2020-07-27,104.477,102.381,104.585,102.381,9.62,2.05
2020-07-24,102.382,102.292,102.694,100.859,9.8,0.09
2020-07-23,102.293,104.291,104.949,102.119,10.37,-1.91
2020-07-22,104.29,104.312,104.98,103.277,10.83,-0.02
2020-07-21,104.31,104.426,105.449,103.732,11.11,-0.11
2020-07-20,104.426,102.888,104.439,102.744,8.93,1.49
2020-07-17,102.888,100.554,103.017,100.554,10.43,2.32
2020-07-16,100.553,101.791,101.792,100.16,8.13,-1.22
2020-07-15,101.791,100.444,102.114,100.444,9.29,1.34
2020-07-14,100.44,98.699,100.632,98.289,10.02,1.77
2020-07-13,98.697,100.027,100.858,98.697,10.38,-1.33
2020-07-10,100.032,99.16,100.101,98.739,9.15,0.88
2020-07-09,99.16,99.77,100.191,98.861,9.47,-0.61
2020-07-08,99.77,97.765,99.973,97.765,9.14,2.05
2020-07-07,97.761,98.937,98.938,97.272,8.95,-1.19
2020-07-06,98.937,96.776,99.257,96.768,9.49,2.24
2020-07-03,96.765,96.237,96.765,95.803,5.35,0.55
2020-07-02,96.235,96.206,97.864,96.052,10.06,0.03
2020-07-01,96.203,95.062,96.852,95.062,10.16,1.21
2020-06-30,95.056,95.728,96.257,94.806,10.14,-0.71
2020-06-29,95.735,93.837,95.735,93.825,8.91,2.03
2020-06-26,93.834,95.979,95.979,93.514,8.44,-2.24
2020-06-25,95.983,94.382,96.26,94.152,8.7,1.7
2020-06-24,94.377,95.974,95.974,93.259,9.96,-1.66
2020-06-23,95.975,95.344,97.486,95.344,9.75,0.67
2020-06-22,95.336,96.572,96.87,94.869,8.26,-1.28
2020-06-19,96.572,96.138,97.54,95.874,13.13,0.46
2020-06-18,96.125,95.547,97.11,94.698,10.01,0.6
2020-06-17,95.547,93.531,96.611,93.531,11.13,2.16
2020-06-16,93.531,92.387,95.216,92.387,12.03,1.25
2020-06-15,92.376,92.78,93.112,90.148,13.32,-0.45
2020-06-12,92.795,94.677,94.703,90.811,12.79,-2.0
2020-06-10,94.686,96.747,97.646,94.665,11.74,-2.13
2020-06-09,96.747,97.644,97.644,95.386,11.29,-0.92
2020-06-08,97.645,94.64,97.693,94.635,11.1,3.18
2020-06-05,94.637,93.839,97.356,93.839,13.32,0.86
2020-06-04,93.829,92.993,94.132,92.221,11.49,0.89
2020-06-03,93.002,91.048,93.71,91.048,15.14,2.15
2020-06-02,91.046,88.622,91.046,88.622,11.83,2.74
2020-06-01,88.62,87.395,89.019,86.837,9.85,1.39
2020-05-29,87.403,86.951,87.41,85.384,16.55,0.52
2020-05-28,86.949,87.946,88.091,86.767,10.12,-1.13
2020-05-27,87.946,85.468,87.946,85.468,11.21,2.9
2020-05-26,85.469,85.668,87.333,85.396,12.03,-0.23
2020-05-25,85.663,82.198,85.876,82.193,8.76,4.25
2020-05-22,82.173,83.027,83.027,81.669,9.28,-1.03
2020-05-21,83.027,81.32,83.309,81.317,11.4,2.1
2020-05-20,81.319,80.747,82.29,80.74,9.52,0.71
2020-05-19,80.742,81.197,82.175,80.647,10.74,-0.56
2020-05-18,81.194,77.576,81.42,77.571,11.53,4.69
2020-05-15,77.557,79.011,79.538,77.426,11.72,-1.84
2020-05-14,79.011,77.77,79.011,75.697,13.82,1.59
2020-05-13,77.772,77.877,78.911,77.152,11.58,-0.13
2020-05-12,77.872,79.065,80.344,77.872,10.25,-1.51
2020-05-11,79.065,80.263,80.723,78.994,9.78,-1.49
2020-05-08,80.263,78.152,80.557,78.152,10.73,2.75
2020-05-07,78.119,79.072,80.061,78.061,13.81,-1.2
2020-05-06,79.064,79.473,79.996,78.056,9.78,-0.51
2020-05-05,79.471,78.887,81.066,78.886,9.15,0.75
2020-05-04,78.876,80.501,80.502,77.64,8.59,-2.02
2020-04-30,80.506,83.169,83.169,80.168,11.8,-3.2
2020-04-29,83.171,81.313,83.598,81.313,11.72,2.29
2020-04-28,81.312,78.243,81.427,78.243,12.94,3.93
2020-04-27,78.239,75.334,78.563,75.327,10.66,3.86
2020-04-24,75.331,79.667,79.667,72.041,16.53,-5.45
2020-04-23,79.673,80.69,81.934,78.622,10.82,-1.26
2020-04-22,80.687,78.973,81.184,78.973,9.85,2.17
2020-04-20,78.973,78.989,80.106,76.943,8.87,-0.02
2020-04-17,78.99,77.817,79.846,77.754,8.32,1.51
2020-04-16,77.812,78.837,80.167,77.452,9.03,-1.29
2020-04-15,78.831,79.911,80.035,77.546,9.76,-1.36
2020-04-14,79.918,78.848,81.668,78.848,8.59,1.37
2020-04-13,78.836,77.682,78.836,76.405,7.65,1.49
2020-04-09,77.682,78.64,80.428,77.457,10.75,-1.2
2020-04-08,78.625,76.335,79.058,76.115,10.21,2.97
2020-04-07,76.358,74.078,79.855,74.078,11.29,3.08
2020-04-06,74.073,69.556,75.26,69.556,9.69,6.52
2020-04-03,69.538,72.241,72.241,67.802,10.41,-3.76
2020-04-02,72.253,70.969,73.861,70.957,10.54,1.81
2020-04-01,70.967,73.011,73.011,69.569,10.09,-2.81
2020-03-31,73.02,74.629,75.511,72.385,11.14,-2.17
2020-03-30,74.639,73.431,75.43,73.184,9.03,1.65
2020-03-27,73.429,77.708,77.708,73.057,10.3,-5.51
2020-03-26,77.71,74.956,78.846,74.923,12.76,3.67
2020-03-25,74.956,69.727,76.714,69.36,12.95,7.5
2020-03-24,69.729,63.604,71.535,63.604,11.68,9.69
2020-03-23,63.57,67.067,67.604,62.161,11.96,-5.22
2020-03-20,67.069,68.344,72.247,66.12,15.15,-1.85
2020-03-19,68.332,66.883,70.071,61.691,16.14,2.15
2020-03-18,66.895,74.576,74.576,63.547,16.75,-10.35
2020-03-17,74.617,71.178,77.255,70.783,14.95,4.85
2020-03-16,71.168,82.565,82.565,70.855,12.85,-13.92
2020-03-13,82.678,72.621,83.758,72.621,15.77,13.91
2020-03-12,72.583,85.103,85.103,68.488,12.01,-14.78
2020-03-11,85.171,92.202,92.202,80.796,11.79,-7.64
2020-03-10,92.214,86.071,92.23,86.071,13.53,7.14
2020-03-09,86.067,97.982,97.982,85.88,14.65,-12.17
2020-03-06,97.997,102.231,102.231,96.886,11.86,-4.14
2020-03-05,102.233,107.217,107.217,100.536,8.6,-4.65
2020-03-04,107.224,105.54,107.809,105.042,8.41,1.6
2020-03-03,105.537,106.63,108.804,104.405,9.39,-1.02
2020-03-02,106.625,104.26,107.22,103.779,8.86,2.36
2020-02-28,104.172,102.984,104.172,99.951,11.23,1.15
2020-02-27,102.984,105.711,106.656,102.984,11.24,-2.59
2020-02-26,105.718,113.647,113.647,105.053,9.37,-7.0
2020-02-21,113.681,114.585,114.585,112.661,5.9,-0.79
2020-02-20,114.586,116.518,116.552,114.379,6.79,-1.66
2020-02-19,116.518,114.982,116.545,114.774,6.33,1.34
2020-02-18,114.977,115.309,115.309,113.532,5.55,-0.29
2020-02-17,115.309,114.381,115.696,114.381,4.36,0.81
2020-02-14,114.381,115.663,115.663,114.132,5.34,-1.11
2020-02-13,115.662,116.66,116.66,114.801,5.64,-0.87
2020-02-12,116.674,115.371,117.581,115.371,8.16,1.13
2020-02-11,115.371,112.574,115.576,112.574,6.77,2.49
2020-02-10,112.57,113.771,114.176,112.134,7.49,-1.05
2020-02-07,113.77,115.19,115.19,113.769,6.59,-1.23
2020-02-06,115.19,116.033,117.382,114.723,7.38,-0.72
2020-02-05,116.028,115.563,117.701,115.562,7.17,0.41
2020-02-04,115.557,114.631,116.556,114.631,5.83,0.81
2020-02-03,114.629,113.761,115.299,113.467,5.51,0.76
